timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,RSI,RSI_signal
2021-01-17 12:00:00,35506.2,35700.66,35407.56,35700.66,0.096815,1610899199999,3431.60489975,4,0.091212,3232.05175752,0,35.545279580437665,0
2021-01-17 16:00:00,35730.5,36107.49,35478.98,35608.73,2.06265,1610913599999,73601.90145488,76,0.996268,35634.33136017,0,35.1746382378994,0
2021-01-17 20:00:00,35608.73,36764.29,35608.73,35719.27,1.165203,1610927999999,42081.44631503,123,0.399336,14506.59722458,0,36.03829041563572,0
2021-01-18 00:00:00,35641.98,36201.01,35002.96,35002.96,0.335763,1610942399999,11908.04178084,17,0.01736,625.37943947,0,32.972696497915464,0
2021-01-18 04:00:00,35104.26,36002.97,34840.0,36002.97,0.250353,1610956799999,8838.65087052,19,0.109762,3905.76401938,0,40.57286545607205,0
2021-01-18 08:00:00,36136.39,36604.65,35871.45,36399.96,0.293065,1610971199999,10616.3784651,33,0.143245,5211.69735051,0,43.32049064283674,0
2021-01-18 12:00:00,36798.66,36954.97,36119.42,36317.83,1.347764,1610985599999,49266.40124043,17,0.177377,6489.99591201,0,42.87879591125022,0
2021-01-18 16:00:00,36282.8,36282.8,35625.63,35833.64,4.62869,1610999999999,165904.43710918,40,2.806891,100708.61779986,0,40.271866413276804,0
2021-01-18 20:00:00,36151.1,36623.0,36130.65,36623.0,6.84165,1611014399999,247951.82587583,95,6.224447,225498.94548853,0,46.03241293857121,0
2021-01-19 00:00:00,36623.0,37300.0,36500.35,36500.35,2.528009,1611028799999,92959.59668134,38,1.210562,44622.27577706,0,45.30131977974638,0
2021-01-19 04:00:00,36558.76,37229.31,36394.57,37229.31,1.877851,1611043199999,68950.77648456,29,1.195661,43950.89770118,0,50.34864103811552,0
2021-01-19 08:00:00,37316.06,37482.51,36828.54,37163.82,1.996765,1611057599999,74277.49405135,36,1.408066,52375.06981537,0,49.90312044902851,0
2021-01-19 12:00:00,37330.19,37330.19,36745.14,37244.35,0.986637,1611071999999,36505.36379479,26,0.406346,15065.47680953,0,50.48334845476057,0
2021-01-19 16:00:00,37489.01,37761.04,36118.01,36162.11,4.636958,1611086399999,171811.74710044,55,1.557949,57938.85579635,0,43.23592935572874,0
2021-01-19 20:00:00,36162.11,36710.32,35941.39,35941.39,1.319861,1611100799999,48084.00575629,26,0.771373,28178.62974954,0,41.91432786866477,0
2021-01-20 00:00:00,35766.89,36335.28,35080.26,35080.26,1.1355,1611115199999,40615.24318262,26,0.490748,17640.5192682,0,37.143923329193484,0
2021-01-20 04:00:00,34937.33,35774.2,34793.44,35750.0,3.207342,1611129599999,113237.04027709,50,1.963331,69368.68829458,0,42.61431560917789,0
2021-01-20 08:00:00,35538.85,35538.85,34103.4,34400.0,1.444352,1611143999999,50303.07871253,19,0.905641,31615.51190469,0,35.84280708496006,0
2021-01-20 12:00:00,34129.75,35038.49,34041.72,34213.25,5.652798,1611158399999,194560.50981062,77,2.289295,78794.00893996,0,35.0139446119712,0
2021-01-20 16:00:00,34034.04,35191.53,33446.07,35191.53,11.865013,1611172799999,403241.61400338,218,5.807829,197186.4994546,0,42.51347038421697,0
2021-01-20 20:00:00,35132.91,35688.83,34833.13,35500.0,2.377545,1611187199999,83349.0726478,198,2.151795,75449.36976547,0,44.68127544508445,0
2021-01-21 00:00:00,35461.58,35461.58,34500.0,34700.0,1.491665,1611201599999,52252.35998791,26,1.15891,40653.7756721,0,40.4237924103151,0
2021-01-21 04:00:00,34700.0,34986.6,34045.92,34986.6,1.007663,1611215999999,34934.02969865,27,0.444236,15478.70821051,0,42.53626976167423,0
2021-01-21 08:00:00,34506.01,34506.01,32021.8,32228.38,34.355806,1611230399999,1122862.69322024,541,18.232002,595090.61916131,0,31.105147438847055,0
2021-01-21 12:00:00,32192.23,32710.0,31069.12,31352.6,45.050634,1611244799999,1424996.13278654,608,17.355309,549777.34257242,0,28.48737049897335,-1
2021-01-21 16:00:00,31205.84,32543.96,31089.38,32455.32,13.586433,1611259199999,430808.10616271,174,4.620116,146377.06552875,0,35.81235525822699,0
2021-01-21 20:00:00,32400.0,32400.0,30100.0,30944.37,1.792558,1611273599999,56168.88385275,101,0.393302,12079.39224977,0,31.11020619418383,0
2021-01-22 00:00:00,30579.07,30990.71,29059.53,30923.56,69.357664,1611287999999,2064144.26166478,1348,34.395348,1022844.82503483,0,31.049737844351682,0
2021-01-22 04:00:00,30943.47,32002.03,30680.48,30680.48,3.115808,1611302399999,97413.27608591,57,1.804485,56628.24080379,0,30.308676715572346,0
2021-01-22 08:00:00,30917.69,31976.25,30523.17,31727.19,4.557698,1611316799999,142752.41661435,65,1.752933,55324.07603704,0,37.253301769834415,0
2021-01-22 12:00:00,31884.46,32710.07,31418.49,32473.6,6.188136,1611331199999,198390.16657706,82,5.512398,176914.3308004,0,41.71368763236269,0
2021-01-22 16:00:00,32581.89,33536.02,32264.3,33515.79,0.264769,1611345599999,8659.39154523,22,0.11221,3677.0451379,0,47.342255903572664,0
2021-01-22 20:00:00,33714.57,33844.43,32787.04,32787.04,2.434204,1611359999999,81812.74191797,187,0.174665,5842.66252095,0,44.132953090717514,0
2021-01-23 00:00:00,32935.59,32935.59,32241.74,32557.25,2.75172,1611374399999,89489.69737625,47,0.714607,23228.6758466,0,43.1398873590747,0
2021-01-23 04:00:00,32440.17,33415.34,32431.77,32941.45,0.875276,1611388799999,29014.43825178,25,0.656986,21769.29192574,0,45.35392450820841,0
2021-01-23 08:00:00,32677.91,33008.75,31638.63,31638.63,1.804939,1611403199999,58448.53771639,33,0.701682,22782.48952864,0,39.70763720413058,0
2021-01-23 12:00:00,31673.88,32152.95,31557.62,31930.19,0.646114,1611417599999,20661.40505336,16,0.486734,15596.49918606,0,41.46394158045858,0
2021-01-23 16:00:00,31920.55,32500.43,31920.55,32446.98,1.040451,1611431999999,33593.09423546,28,0.642789,20799.88867861,0,44.54734713648695,0
2021-01-23 20:00:00,32187.62,32389.86,31917.67,32000.0,0.451691,1611446399999,14515.65796005,9,0.026448,844.5631484,0,42.463885177838215,0
2021-01-24 00:00:00,31829.94,32403.49,31714.62,32403.49,0.661213,1611460799999,21080.05672571,21,0.389788,12434.10623985,0,44.96609335874383,0
2021-01-24 04:00:00,32624.9,32974.43,32546.48,32576.59,0.817947,1611475199999,26771.59882776,26,0.442261,14452.87368354,0,46.05007696025824,0
2021-01-24 08:00:00,32872.86,32872.86,32675.43,32823.65,0.097132,1611489599999,3174.47942103,6,0.09509,3107.47804818,0,47.635408649176654,0
2021-01-24 12:00:00,32911.77,32911.77,31914.26,31914.26,1.656751,1611503999999,53413.95019402,22,0.103551,3345.40288195,0,42.665600803204846,0
2021-01-24 16:00:00,31824.31,31939.01,30989.39,31272.87,8.340896,1611518399999,262487.15705552,69,3.166016,99018.19585272,0,39.532858886907896,0
2021-01-24 20:00:00,31303.54,32301.74,31303.54,32301.74,2.695468,1611532799999,86004.54711174,36,1.163882,37061.1196842,0,46.33938341713678,0
2021-01-25 00:00:00,32225.12,33674.46,32225.12,33624.15,4.626049,1611547199999,151124.45255581,76,2.322167,75962.35036909,0,53.573164550521795,0
2021-01-25 04:00:00,33763.5,33763.5,33144.55,33364.46,0.604241,1611561599999,20193.20137915,18,0.113665,3791.34498758,0,52.08817754397476,0
2021-01-25 08:00:00,33440.33,33520.1,32825.12,33173.31,1.357114,1611575999999,44975.92709506,26,0.005255,174.15477026,0,50.968277986611355,0
2021-01-25 12:00:00,33101.78,34818.6,33101.78,34332.36,7.444489,1611590399999,254235.30451529,67,5.844335,199445.15246832,0,57.004625067998326,0
2021-01-25 16:00:00,34234.97,34234.97,33452.51,33452.51,4.537481,1611604799999,153303.94973664,62,0.904129,30537.68452469,0,51.79206105366662,0
2021-01-25 20:00:00,33348.9,33370.31,32000.0,32237.57,11.547914,1611619199999,375931.8738988,109,5.873672,191286.07321476,0,45.59244157732833,0
2021-01-26 00:00:00,32088.84,32791.44,31470.45,31675.43,7.764815,1611633599999,250068.94831421,287,6.087354,196132.84709403,0,43.026135109368724,0
2021-01-26 04:00:00,31567.49,32301.74,31165.11,31669.1,2.545741,1611647999999,80078.07115376,242,1.61501,50679.50298854,0,42.996785956842906,0
2021-01-26 08:00:00,31667.13,32449.83,31383.03,31755.31,11.666497,1611662399999,372521.64204424,606,10.326124,329651.42859554,0,43.561433987468895,0
2021-01-26 12:00:00,31781.93,31968.48,30856.12,31775.86,7.677888,1611676799999,242364.8809759,662,3.771141,119401.20614107,0,43.704583665033915,0
2021-01-26 16:00:00,31783.1,32417.84,31341.79,32206.06,9.631088,1611691199999,307874.0028102,598,5.202573,166405.38926123,0,46.74953974281946,0
2021-01-26 20:00:00,32232.47,32970.43,31881.5,32469.58,9.389458,1611705599999,307990.61803779,266,0.942701,30691.6601084,0,48.584105374013305,0
2021-01-27 00:00:00,32523.6,32580.7,31599.08,31826.89,13.654321,1611719999999,437699.78228516,503,5.945382,191285.29192399,0,44.55269923876399,0
2021-01-27 04:00:00,31797.26,32053.61,31420.24,31816.48,7.151378,1611734399999,227046.46941015,330,4.532754,143808.92198315,0,44.488305731606395,0
2021-01-27 08:00:00,31778.83,31778.83,30626.08,30685.93,10.834142,1611748799999,338719.8180579,533,2.907504,90851.28694299,0,38.055388717960874,0
2021-01-27 12:00:00,30692.73,31025.65,29276.92,30425.04,19.134112,1611763199999,578039.96029522,1027,8.172956,246396.98976374,0,36.73531497721126,0
2021-01-27 16:00:00,30395.49,31008.08,29520.82,30799.27,10.280427,1611777599999,311787.0781953,790,6.447075,194920.31413377,0,39.95296951827569,0
2021-01-27 20:00:00,30777.91,31708.15,30147.55,30279.7,2.204048,1611791999999,68700.09324324,300,1.785725,55689.25949806,0,37.12947454702053,0
2021-01-28 00:00:00,30412.73,31595.96,29901.54,31514.5,5.967513,1611806399999,182631.63828475,648,3.955846,121281.43063467,0,46.75931001652444,0
2021-01-28 04:00:00,31424.07,31922.94,31106.99,31193.42,2.616642,1611820799999,82270.56646708,393,1.04534,32971.80708396,0,44.8362095038176,0
2021-01-28 08:00:00,31310.17,31625.87,30861.94,31318.7,3.948399,1611835199999,123851.20720123,351,0.798766,24962.82064018,0,45.77333967766032,0
2021-01-28 12:00:00,31465.88,32251.42,31180.24,31965.11,9.737085,1611849599999,311714.74147243,518,5.855705,187491.75959001,0,50.45063625391203,0
2021-01-28 16:00:00,32036.62,32805.1,31723.64,32632.06,6.007709,1611863999999,195139.4018803,509,4.410611,143282.08179906,0,54.78417244508741,0
2021-01-28 20:00:00,32666.7,33817.28,32537.1,33269.05,0.956824,1611878399999,31830.95546609,175,0.662382,22015.64235369,0,58.515900865632034,0
2021-01-29 00:00:00,33492.47,34396.31,33454.7,33825.44,4.362184,1611892799999,148407.4352259,522,2.750542,93647.09047394,0,61.50445676553325,0
2021-01-29 04:00:00,33808.2,34024.08,31992.05,32295.72,9.410628,1611907199999,310859.49156159,682,3.291841,108034.11863137,0,50.69175222528841,0
2021-01-29 08:00:00,32313.35,38056.33,32088.84,37129.74,80.205857,1611921599999,2914623.79143896,1575,43.771043,1592570.7845524,0,69.14929871887016,0
2021-01-29 12:00:00,37112.44,38616.02,36638.12,37120.42,16.443508,1611935999999,614539.07738719,1263,7.84712,292982.59030345,0,69.09559591996653,0
2021-01-29 16:00:00,37177.56,37554.05,33798.2,33798.2,12.39995,1611950399999,448630.48366752,443,2.76698,96666.94690152,0,53.22700596657581,0
2021-01-29 20:00:00,34159.93,35329.48,33839.16,33839.16,2.20196,1611964799999,76322.9130385,95,1.730247,60131.12897583,0,53.369198598719336,0
2021-01-30 00:00:00,34412.38,34782.29,32939.63,33272.22,2.567362,1611979199999,86569.98659388,67,0.229931,7733.10253254,0,51.05560443763497,0
2021-01-30 04:00:00,33272.0,34054.96,33180.0,34054.96,10.628994,1611993599999,355126.79293284,114,2.274821,76219.23465395,0,54.01932307185631,0
2021-01-30 08:00:00,34220.74,34417.2,33526.41,33526.41,2.584997,1612007999999,87826.65667923,46,0.954276,32629.80763865,0,51.7409661140049,0
2021-01-30 12:00:00,33708.77,34480.0,33514.99,34296.63,1.681097,1612022399999,57541.15418309,35,1.054919,36116.86065568,0,54.736887688898584,0
2021-01-30 16:00:00,34117.64,34300.0,33574.73,34291.32,1.988663,1612036799999,67615.05322867,49,0.444403,15162.25524263,0,54.711670527073174,0
2021-01-30 20:00:00,34323.54,34705.88,34117.64,34324.65,0.476052,1612051199999,16325.1744529,33,0.313006,10735.92302937,0,54.852268001589124,0
2021-01-31 00:00:00,34293.86,34293.86,33757.93,34022.99,0.643801,1612065599999,21820.599269,50,0.145551,4943.98379649,0,53.24122780312433,0
2021-01-31 04:00:00,33848.49,34117.64,33500.0,33500.0,2.431929,1612079999999,82140.6133179,26,0.331953,11231.20097935,0,50.473426447988366,0
2021-01-31 08:00:00,33439.84,33823.52,33235.29,33656.18,3.389092,1612094399999,113887.55556865,26,0.288397,9654.4287317,0,51.287832563515884,0
2021-01-31 12:00:00,33616.7,34194.05,32621.59,33005.7,7.264488,1612108799999,242781.53568008,76,1.552331,51597.83814933,0,47.76489622814577,0
2021-01-31 16:00:00,32887.99,33099.87,32202.08,32833.35,2.764282,1612123199999,90424.91300144,505,1.320573,43229.12273981,0,46.846708354399226,0
2021-01-31 20:00:00,32856.59,33275.26,32516.78,33116.47,2.904697,1612137599999,95438.95117798,263,0.758856,24951.60728801,0,48.594837041819254,0
2021-02-01 00:00:00,33048.89,33857.21,32316.83,33578.14,6.958367,1612151999999,229648.45251942,507,3.8739,127894.51136331,0,51.401632128601435,0
2021-02-01 04:00:00,33589.91,34439.99,33312.6,33861.36,8.76661,1612166399999,295963.49071881,431,3.363831,113083.01820197,0,53.09367861225041,0
2021-02-01 08:00:00,33847.64,34700.61,33645.36,34162.4,5.651768,1612180799999,193052.30997143,416,0.800064,27385.60779688,0,54.891449915247,0
2021-02-01 12:00:00,34274.08,34464.37,33154.85,33154.85,2.558756,1612195199999,86198.44091273,469,1.256976,42311.57102697,0,48.228939962869816,0
2021-02-01 16:00:00,33152.75,34067.44,33146.04,33879.15,3.168268,1612209599999,107134.42870549,297,1.74858,59171.90581914,0,52.67579578958006,0
2021-02-01 20:00:00,33868.49,34049.89,33472.61,33545.9,8.547803,1612223999999,288890.87943158,180,1.607395,54232.2450674,0,50.52542988531886,0
2021-02-02 00:00:00,33475.18,34119.53,33459.45,33604.16,5.96369,1612238399999,201844.05646643,250,2.3036,77815.44857813,0,50.902778862951855,0
2021-02-02 04:00:00,33588.39,34402.65,33554.78,34293.69,6.488254,1612252799999,221791.89114451,242,5.040889,172341.77353076,0,55.252827527745524,0
2021-02-02 08:00:00,34265.55,35632.78,34133.8,34678.76,8.644166,1612267199999,303611.84769412,457,2.950212,103200.32718349,0,57.51657474944145,0
2021-02-02 12:00:00,34699.88,35224.62,34427.82,34693.81,7.943762,1612281599999,276741.9999411,424,3.094764,108189.13926672,0,57.60684394672943,0
2021-02-02 16:00:00,34778.69,35820.87,34596.79,35788.0,3.531708,1612295999999,123877.79290694,426,2.25375,79037.07113033,0,63.65359921650607,0
2021-02-02 20:00:00,35795.21,36010.45,35573.93,35586.65,1.850855,1612310399999,66206.27661947,119,1.203674,43091.99710112,0,61.90380270581396,0
2021-02-03 00:00:00,35491.1,36538.6,35406.43,36455.34,6.381211,1612324799999,229926.56185325,362,4.680811,168424.6924974,0,66.21842115028244,0
2021-02-03 04:00:00,36456.96,36870.89,36346.32,36367.88,4.813266,1612339199999,176226.61735725,285,1.828534,66869.96590515,0,65.41513853464811,0
2021-02-03 08:00:00,36316.88,36316.88,35579.56,35993.93,15.888173,1612353599999,572764.86446125,449,11.000591,396753.5115235,0,61.95453840209462,0
2021-02-03 12:00:00,35953.4,36960.1,35859.68,36936.77,3.575346,1612367999999,131295.61580333,281,2.153887,79186.07417206,0,66.73307540563675,0
2021-02-03 16:00:00,36978.91,37277.41,36701.85,36893.61,14.046294,1612382399999,519998.48661881,478,11.473134,424805.55851425,0,66.32241714647978,0
2021-02-03 20:00:00,36791.4,37710.18,36720.35,37686.29,11.761596,1612396799999,438072.47683748,404,5.27955,196968.71267756,0,69.97667626381968,0
2021-02-04 00:00:00,37715.35,38348.08,37430.05,37546.62,7.702193,1612411199999,291823.48364864,411,3.144186,119162.300418,0,68.56494996507152,0
2021-02-04 04:00:00,37521.2,38253.64,37420.84,37883.92,1.695126,1612425599999,64334.89880679,225,0.875177,33228.0183261,0,70.13206296424556,1
2021-02-04 08:00:00,37954.16,38750.19,36897.3,37381.08,58.249188,1612439999999,2209751.46539372,1810,23.725677,895462.11186002,0,64.93494256786482,0
2021-02-04 12:00:00,37370.29,37788.03,36285.61,36664.83,3.917194,1612454399999,144051.62505535,418,1.899749,69738.5880191,0,58.30689551416961,0
2021-02-04 16:00:00,36530.52,37552.79,36473.42,37537.71,2.910971,1612468799999,107668.2865827,262,1.334635,49352.20483546,0,63.23236276082765,0
2021-02-04 20:00:00,37554.87,37817.13,36946.26,36949.55,0.596566,1612483199999,22343.17925933,103,0.350733,13145.85023305,0,58.239745267328985,0
2021-02-05 00:00:00,36986.91,37421.87,36620.04,37380.31,2.573954,1612497599999,95179.10747054,250,0.688317,25547.2115714,0,60.68790440856866,0
2021-02-05 04:00:00,37286.73,37767.37,37052.27,37721.38,4.424168,1612511999999,165259.3931609,221,1.302295,48832.99535854,0,62.55949576830107,0
2021-02-05 08:00:00,37760.47,37803.27,37245.71,37727.91,0.876098,1612526399999,32915.77301891,162,0.347147,13045.85938163,0,62.59621171831609,0
2021-02-05 12:00:00,37724.61,38330.37,37592.26,38104.53,2.049967,1612540799999,78040.57428115,226,1.058537,40208.13612747,0,64.74367153336564,0
2021-02-05 16:00:00,37850.01,38189.54,37261.53,37621.93,3.610062,1612555199999,136391.31455049,348,0.398454,14986.62078356,0,59.990732512335725,0
2021-02-05 20:00:00,37568.04,38300.0,37568.04,38300.0,0.996876,1612569599999,37791.10533079,53,0.262845,9937.32527931,0,63.99065881882337,0
2021-02-06 00:00:00,38300.0,39733.71,38255.85,39317.26,2.241382,1612583999999,87657.72906393,212,0.762263,29908.32158051,0,68.99815921618341,0
2021-02-06 04:00:00,39370.69,39449.26,38876.15,39314.66,1.122489,1612598399999,43867.75683911,55,0.331048,12964.66836774,0,68.97175926134427,0
2021-02-06 08:00:00,39527.27,40477.21,39527.27,40298.51,1.946356,1612612799999,77443.87506551,98,0.280719,11205.18841589,0,73.15713766410599,1
2021-02-06 12:00:00,40422.61,40862.97,39965.15,40862.97,1.051091,1612627199999,42540.04042862,110,0.982692,39775.46026207,0,75.22218296465932,1
2021-02-06 16:00:00,40920.8,40969.76,40050.0,40268.09,5.328271,1612641599999,215977.12478852,302,0.483908,19694.415846,0,69.1816845868355,0
2021-02-06 20:00:00,40052.01,40373.34,39065.96,39287.39,7.492315,1612655999999,299062.44070943,323,1.186137,47652.42033114,0,60.549357824573335,0
2021-02-07 00:00:00,39260.76,39613.65,38319.74,38819.55,6.541792,1612670399999,254994.10639371,185,0.31919,12465.13485812,0,56.90174935196401,0
2021-02-07 04:00:00,38690.71,39119.9,38049.41,39119.9,0.840757,1612684799999,32431.97235669,72,0.617754,23886.08263253,0,58.62501218731446,0
2021-02-07 08:00:00,39145.45,39702.82,38850.01,39044.67,0.427677,1612699199999,16759.29239012,75,0.229176,8981.87728873,0,57.999459442262335,0
2021-02-07 12:00:00,39258.23,39258.23,37646.17,37944.44,1.363667,1612713599999,52107.32919073,121,0.475682,18376.00466819,0,49.654623783945794,0
2021-02-07 16:00:00,38056.48,38502.61,37433.89,38136.65,1.837374,1612727999999,70266.31981386,106,1.04874,40165.98538123,0,50.981501872621415,0
2021-02-07 20:00:00,38179.19,39088.31,37988.18,38930.0,0.817006,1612742399999,31381.88005473,92,0.544094,20870.55651456,0,56.12185782689455,0
2021-02-08 00:00:00,38847.05,39139.52,38096.03,38115.16,1.787283,1612756799999,68741.21748426,133,0.630986,24369.41195825,0,50.28879541637142,0
2021-02-08 04:00:00,38094.11,39390.71,38094.11,39243.91,0.472784,1612771199999,18328.69525926,89,0.29327,11393.5735787,0,56.9618979977158,0
2021-02-08 08:00:00,39262.15,39505.88,38941.17,39406.78,1.038015,1612785599999,40878.03792365,52,0.959826,37808.8378175,0,57.84130256068439,0
2021-02-08 12:00:00,39505.88,44784.74,39181.81,44097.4,18.033648,1612799999999,768898.37380648,744,14.560968,622598.87180419,0,74.19493885154955,1
2021-02-08 16:00:00,44249.46,44392.54,42598.37,43037.38,4.153536,1612814399999,179952.61009659,313,2.796628,121139.43884938,0,67.79476458456239,0
2021-02-08 20:00:00,43100.19,46741.93,42981.95,46376.92,3.290523,1612828799999,147699.49066641,476,2.263476,101505.30526419,0,75.08622249675746,1
2021-02-09 00:00:00,46500.0,47355.66,45654.83,46673.07,3.233244,1612843199999,150584.88881508,180,2.784037,129673.98032993,0,75.61350938566767,1
2021-02-09 04:00:00,46500.0,48150.0,46333.33,47697.63,2.040045,1612857599999,96006.387309,119,1.313807,61740.29024913,0,77.3959078643425,1
2021-02-09 08:00:00,47910.81,47935.44,45826.49,46419.25,0.535462,1612871999999,25172.38478146,70,0.440325,20742.25572227,0,70.47449547680621,1
2021-02-09 12:00:00,46800.0,47145.02,45072.74,46893.53,3.409271,1612886399999,156548.43368652,125,2.252312,103489.86530879,0,71.49305617325756,1
2021-02-09 16:00:00,47059.72,47480.44,46083.78,47247.76,6.070902,1612900799999,285348.32239321,349,2.162602,101433.82079392,0,72.26269860544369,1
2021-02-09 20:00:00,46898.11,47590.01,46306.29,46686.46,2.703893,1612915199999,126865.50719144,204,1.407636,65732.9259552,0,69.08007324392189,0
2021-02-10 00:00:00,46398.51,46903.71,46100.78,46229.28,1.107929,1612929599999,51410.31212465,97,0.176485,8211.96928831,0,66.51062863172174,0
2021-02-10 04:00:00,46229.28,46982.49,45700.0,46717.86,4.334827,1612943999999,199975.20947532,124,3.789592,174926.96306637,0,67.88537466700795,0
2021-02-10 08:00:00,46756.21,47382.11,46350.0,46570.49,0.42224,1612958399999,19806.78671792,188,0.280234,13156.28375371,0,66.99207536577615,0
2021-02-10 12:00:00,46397.61,46455.49,43249.99,44338.66,8.671226,1612972799999,384242.70506634,273,2.00046,90531.81252044,0,55.15504573115026,0
2021-02-10 16:00:00,44375.87,45261.76,43879.68,45242.78,2.351267,1612987199999,105568.40611281,323,0.687672,30751.94682795,0,58.36451059421537,0
2021-02-10 20:00:00,45250.0,45325.89,44550.0,44957.04,3.262845,1613001599999,146048.89148436,280,0.638511,28773.58970857,0,56.97665076963876,0
2021-02-11 00:00:00,45023.08,45661.45,44032.81,45447.59,7.879523,1613015999999,354842.58005435,233,7.076681,319027.16382279,0,58.78846021861524,0
2021-02-11 04:00:00,45661.45,45666.66,44490.0,44779.99,2.967718,1613030399999,133163.81549638,124,1.491199,66966.86630828,0,55.37096342437001,0
2021-02-11 08:00:00,44663.72,46537.51,44598.85,46077.98,1.19699,1613044799999,54440.68339751,133,0.57449,26234.10967757,0,60.21368448793678,0
2021-02-11 12:00:00,46076.4,48310.58,46076.4,47988.13,4.410883,1613059199999,210763.67993607,429,2.612196,124869.20011928,0,66.05176353851954,0
2021-02-11 16:00:00,48166.66,48284.05,47039.24,47817.49,7.883669,1613073599999,376986.82231341,203,7.47914,357715.34905721,0,65.13230792349239,0
2021-02-11 20:00:00,47792.18,48810.69,46676.15,48037.88,1.616169,1613087999999,77043.28191762,266,1.320533,62956.71226519,0,65.79458083906034,0
2021-02-12 00:00:00,48099.09,48993.57,47455.35,47515.82,7.298843,1613102399999,350859.07092001,309,0.845738,40757.48593626,0,62.75392074228325,0
2021-02-12 04:00:00,47455.35,47550.94,46854.82,47506.96,3.758331,1613116799999,177539.85510929,175,3.333228,157466.84049319,0,62.700960504017935,0
2021-02-12 08:00:00,47374.01,47763.09,47153.18,47707.36,0.550055,1613131199999,26095.49058741,31,0.440194,20861.82503567,0,63.452268769256406,0
2021-02-12 12:00:00,47707.36,48166.66,46392.11,47088.22,0.921035,1613145599999,43497.53712495,57,0.228147,10764.83352663,0,59.466873050469964,0
2021-02-12 16:00:00,47247.76,47924.14,47038.0,47266.38,2.280782,1613159999999,108387.03313887,93,0.550277,26221.53264071,0,60.240744042751906,0
2021-02-12 20:00:00,47453.72,48166.66,47333.33,47411.21,1.723567,1613174399999,82276.90018592,77,0.941599,44805.4525306,0,60.89437216863138,0
2021-02-13 00:00:00,47447.28,48166.66,47388.65,47921.82,1.333166,1613188799999,63566.65023637,63,0.721483,34429.48273136,0,63.191853049670776,0
2021-02-13 04:00:00,47750.0,47953.37,47153.18,47153.18,1.445973,1613203199999,69106.38877694,57,0.338825,16165.11171512,0,57.69667489176119,0
2021-02-13 08:00:00,47050.13,47617.88,46392.11,46477.05,0.532415,1613217599999,24975.3491649,107,0.17027,7998.35761263,0,53.30546374410023,0
