timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,macd_histogram_long,trend_direction_long,macd_histogram_short,trend_direction_short
2019-09-23 08:00:00,9930.13,9930.13,9930.13,9930.13,0.001,1569229037115,9.93013,1,0.0,0.0,0,0.0,0,0.0,0
2019-09-23 12:00:00,9930.13,9930.13,9930.13,9930.13,0.0,1569254399999,0.0,0,0.0,0.0,0,0.0,0,0.0,0
2019-09-23 16:00:00,9930.13,9930.13,9930.13,9930.13,0.0,1569268799999,0.0,0,0.0,0.0,0,0.0,0,0.0,0
2019-09-23 20:00:00,9930.13,9930.13,9930.13,9930.13,0.0,1569283199999,0.0,0,0.0,0.0,0,0.0,0,0.0,0
2019-09-24 00:00:00,9930.13,9930.13,9930.13,9930.13,0.0,1569297599999,0.0,0,0.0,0.0,0,0.0,0,0.0,0
2019-09-24 04:00:00,9930.13,9930.13,9930.13,9930.13,0.0,1569311999999,0.0,0,0.0,0.0,0,0.0,0,0.0,0
2019-09-24 08:00:00,9930.13,9930.13,9930.13,9930.13,0.0,1569326399999,0.0,0,0.0,0.0,0,0.0,0,0.0,0
2019-09-24 12:00:00,9637.93,9665.05,9421.25,9521.38,7.980366,1569340799999,76169.15201349,164,3.035966,28992.7954862,0,-14.768256939525925,-1,-23.13706444989351,-1
2019-09-24 16:00:00,9521.68,9586.46,7996.45,8412.29,137.573116,1569355199999,1180739.53956952,1171,79.393989,677796.01864078,0,-63.79609306417645,-1,-98.6178859923384,-1
2019-09-24 20:00:00,8404.31,8767.85,8269.51,8519.67,56.797317,1569369599999,482523.39762208,1010,43.505509,368834.78867633,0,-81.75612130571334,-1,-119.85397378536291,-1
2019-09-25 00:00:00,8528.12,8724.77,8528.12,8574.77,13.075131,1569383999999,112855.94952219,185,6.739632,58167.89285319,0,-83.62505233526657,-1,-114.74997972059118,-1
2019-09-25 04:00:00,8518.5,8545.11,8331.71,8344.39,19.543681,1569398399999,165378.62466946,61,9.578647,81053.13888432,0,-88.51216890789227,-1,-115.42757652158664,-1
2019-09-25 08:00:00,8329.58,8451.57,8257.35,8329.21,5.03774,1569412799999,41851.61567382,49,2.040837,16907.98038093,0,-85.54681738183608,-1,-103.99058541382274,-1
2019-09-25 12:00:00,8307.28,8441.96,8263.55,8325.99,9.220717,1569427199999,77264.47109159,228,6.390049,53625.79765883,0,-77.5451324112758,-1,-85.81999146607029,-1
2019-09-25 16:00:00,8332.35,8395.69,8247.78,8332.53,3.267372,1569441599999,27264.55106147,134,1.985411,16550.01218907,0,-66.45739202897957,-1,-64.46477495981728,-1
2019-09-25 20:00:00,8356.2,8617.59,8344.24,8435.28,5.27333,1569455999999,44746.47853776,106,2.324851,19744.3831795,0,-49.402874734008094,-1,-35.582009259404344,-1
2019-09-26 00:00:00,8434.45,8443.23,8325.53,8368.5,4.531658,1569470399999,38009.32006471,126,1.582347,13290.19777382,0,-37.84851536866543,-1,-17.762950596537962,-1
2019-09-26 04:00:00,8356.05,8429.97,8343.41,8380.0,2.243199,1569484799999,18826.86665431,46,0.966136,8109.17275267,0,-26.339024664602302,-1,-1.3033668432059642,-1
2019-09-26 08:00:00,8370.0,8453.2,8370.0,8399.6,2.510023,1569499199999,21112.50245762,61,1.339004,11272.91462744,0,-15.017335894248902,-1,13.718761072479111,1
2019-09-26 12:00:00,8388.7,8429.67,7870.89,7938.6,9.228273,1569513599999,75010.24599006,249,4.135568,33467.9206498,0,-29.37460474210684,-1,-12.025770399049833,-1
2019-09-26 16:00:00,7899.29,8165.99,7761.87,8113.84,12.35421,1569527999999,98924.17566101,244,6.13366,49322.29688601,0,-25.479445448119208,-1,-6.585974164921083,-1
2019-09-26 20:00:00,8102.36,8153.33,8013.0,8064.41,11.012716,1569542399999,89040.55518599,297,5.652134,45652.93880808,0,-22.39590363822711,-1,-2.7677662852121614,-1
2019-09-27 00:00:00,8078.75,8095.87,7951.75,8015.18,11.428197,1569556799999,91562.78382373,200,5.815467,46592.75794782,0,-19.96518089418228,-1,-0.16484754914930022,-1
2019-09-27 04:00:00,8027.54,8081.43,7966.37,8063.76,2.894942,1569571199999,23140.3127402,95,1.916099,15308.39797818,0,-12.69386587331178,-1,9.699727944779141,1
2019-09-27 08:00:00,8064.2,8120.92,7971.32,7988.61,1.72798,1569585599999,13901.72397448,63,0.736576,5925.43205658,0,-9.628348248448503,-1,12.31902565807124,1
2019-09-27 12:00:00,7982.71,8084.33,7858.58,7970.18,5.415892,1569599999999,43064.84192967,110,1.697492,13555.50046218,0,-6.184864142372049,-1,15.431349266531242,1
2019-09-27 16:00:00,7980.22,8056.82,7954.17,7999.85,9.976614,1569614399999,80052.45370576,250,6.417026,51486.99717186,0,0.0350347564786943,1,22.571711376145117,1
2019-09-27 20:00:00,7983.2,8259.96,7983.2,8178.73,15.699279,1569628799999,128195.88229158,272,7.321082,59886.88211329,0,16.196207096091626,1,44.02280556945209,1
2019-09-28 00:00:00,8199.4,8201.59,8128.64,8163.03,2.843224,1569643199999,23221.69679088,65,0.944502,7709.65033943,0,26.527692405593143,1,54.74692092304241,1
2019-09-28 04:00:00,8165.12,8207.3,8159.64,8207.3,0.270504,1569657599999,2210.68543441,13,0.158441,1293.84653475,0,36.08945019396344,1,63.568418902035376,1
2019-09-28 08:00:00,8198.09,8239.03,8134.76,8139.48,0.955702,1569671999999,7805.59773926,22,0.535532,4381.0451677,0,38.043208969939286,1,60.61310776133121,1
2019-09-28 12:00:00,8110.53,8129.31,8020.0,8072.48,1.164317,1569686399999,9404.09756306,47,0.496157,4007.7234526,0,35.075789723616424,1,51.14458418093378,1
2019-09-28 16:00:00,8073.42,8172.78,8073.42,8132.8,1.297651,1569700799999,10541.85356817,59,0.848853,6891.20434566,0,36.62577456964519,1,49.66420865467518,1
2019-09-28 20:00:00,8173.0,8320.51,8066.36,8208.07,14.709532,1569715199999,120385.04632764,290,7.340567,60372.58727,0,41.744185649291296,1,53.790959707765666,1
