timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,macd_histogram_long,trend_direction_long,macd_histogram_short,trend_direction_short,RSI,RSI_signal
2019-09-08 16:00:00,10000.0,10357.53,10000.0,10340.12,471.661,1567972799999,4879792.35634,564,0.001,0.0001,0,0.0,0,0.0,0,0.0,0
2019-09-08 20:00:00,10340.12,10412.65,10324.77,10391.63,2624.63,1567987199999,27216488.09363,3190,0.038,393.35617,0,0.5136324786330483,1,0.7575000000005174,1,0.0,0
2019-09-09 00:00:00,10316.62,10316.68,10267.37,10297.89,779.449,1568001599999,8030850.10361,901,0.0,0.0,0,-1.2253901330942858,-1,-1.8789669510525069,-1,0.0,0
2019-09-09 04:00:00,10297.89,10316.34,10092.71,10149.47,2664.789,1568015999999,27367282.58431,3119,0.001,10.30921,0,-5.109362376169766,-1,-7.673037961218069,-1,0.0,0
2019-09-09 08:00:00,10149.47,10475.54,10077.22,10414.6,2466.485,1568030399999,25213737.33169,2424,280.132,2915767.40724,0,1.457759274267091,1,2.7870262522824705,1,0.0,-1
2019-09-09 12:00:00,10411.7,10411.7,10302.69,10314.26,3386.015,1568044799999,35043489.79263,1738,1754.471,18158454.28236,0,1.0934772102754369,1,1.9611943210120324,1,0.0,-1
2019-09-09 16:00:00,10314.26,10333.55,10183.31,10308.87,3915.329,1568059199999,40190487.45874,1917,2254.79,23146750.00995,0,0.6637618192845252,1,1.1473752527762344,1,0.0,-1
2019-09-09 20:00:00,10307.8,10420.65,10228.28,10307.0,1612.306,1568073599999,16601362.30055,1197,1163.057,11976413.21315,0,0.3435134025392292,1,0.5844674315816809,1,0.0,-1
2019-09-10 00:00:00,10307.0,10382.97,10266.61,10307.25,1547.455,1568087999999,15983811.89959,1752,1300.905,13435749.74522,0,0.1741970178685672,1,0.3058051692753496,1,0.0,-1
2019-09-10 04:00:00,10309.17,10329.24,10226.81,10272.46,1706.083,1568102399999,17540641.00176,1721,1597.677,16427196.98788,0,-1.3056967596010316,-1,-2.0204888386641007,-1,0.0,-1
2019-09-10 08:00:00,10271.93,10290.01,10206.87,10254.56,1409.001,1568116799999,14445455.44815,1321,1238.489,12697733.9241,0,-2.7792990373182325,-1,-4.163501034819149,-1,0.0,-1
2019-09-10 12:00:00,10252.7,10270.58,10167.91,10179.1,1529.81,1568131199999,15638144.3414,1880,789.738,8076091.04754,0,-6.676632651281756,-1,-9.98820590662079,-1,0.0,-1
2019-09-10 16:00:00,10172.13,10237.41,9940.87,10026.56,1413.946,1568145599999,14376866.27488,1649,824.835,8402203.09881,0,-15.28720243170677,-1,-22.80783235193507,-1,0.0,-1
2019-09-10 20:00:00,10021.49,10127.22,9991.73,10102.02,1462.66,1568159999999,14732726.20892,1766,643.818,6487382.14752,0,-15.91225962308051,-1,-21.990554837314704,-1,0.0,-1
2019-09-11 00:00:00,10094.27,10293.11,10051.0,10093.88,1377.981,1568174399999,13945812.34089,1601,813.921,8241336.64843,0,-15.597340681586283,-1,-19.912760614613603,-1,38.05750092148907,0
2019-09-11 04:00:00,10091.53,10097.65,9884.31,10067.46,1416.504,1568188799999,14209889.67039,1782,660.964,6630542.08258,0,-15.605047329892956,-1,-18.633757560103827,-1,37.035383129660644,0
2019-09-11 08:00:00,10068.41,10138.01,9988.69,10070.53,1031.664,1568203199999,10375018.90573,1531,928.72,9339750.10778,0,-14.358821052563876,-1,-15.571904939985544,-1,37.24628980941897,0
2019-09-11 12:00:00,10062.34,10101.38,9973.15,9991.84,1826.186,1568217599999,18315055.37735,2599,1296.895,13008860.99951,0,-16.497739992604348,-1,-18.121745406958375,-1,34.093923979382225,0
2019-09-11 16:00:00,9992.18,10123.29,9934.11,10077.6,2623.529,1568231999999,26394315.18488,3343,1995.336,20077711.60471,0,-12.22114908863374,-1,-10.458027943903602,-1,40.04915747882196,0
2019-09-11 20:00:00,10073.64,10184.66,10064.11,10159.55,2622.058,1568246399999,26546144.3605,2955,2028.606,20542958.25644,0,-4.346695458377539,-1,1.9981552879217404,1,45.14953713928573,0
2019-09-12 00:00:00,10163.06,10205.46,10085.88,10113.43,2704.325,1568260799999,27405923.08543,3196,2252.247,22824514.31054,0,-1.371736108114817,-1,5.699320839452625,1,42.93567519315971,0
2019-09-12 04:00:00,10116.97,10129.19,10042.12,10078.96,2502.598,1568275199999,25224801.36655,2899,1766.065,17805936.36075,0,-0.986956972494582,-1,5.179697402074986,1,41.30547289991616,0
2019-09-12 08:00:00,10079.76,10187.9,10076.95,10170.93,2531.512,1568289599999,25668876.09134,3296,2024.341,20525494.27633,0,4.614014513535004,1,12.82050153419037,1,47.07899547760434,0
2019-09-12 12:00:00,10170.0,10365.15,10170.0,10326.58,2529.0,1568303999999,25983437.44291,3695,1756.385,18033396.93444,0,16.696236349253596,1,29.65240515479478,1,55.124294209102125,0
2019-09-12 16:00:00,10327.25,10349.91,10239.42,10308.8,2724.169,1568318399999,28048678.81225,3453,1102.982,11360386.24458,0,22.583676385616663,1,35.515964434345506,1,54.11230142570749,0
2019-09-12 20:00:00,10301.82,10450.13,10300.85,10415.13,2618.03,1568332799999,27162520.63566,3521,1215.778,12610932.35765,0,31.214787322459404,1,45.18230609418783,1,58.96414310357275,0
2019-09-13 00:00:00,10414.96,10440.55,10329.3,10364.64,2483.692,1568347199999,25761224.66985,3203,1877.255,19469032.02095,0,32.19723349057519,1,42.626190045810056,1,55.93957249755698,0
2019-09-13 04:00:00,10364.82,10399.81,10267.89,10284.03,3589.585,1568361599999,37017450.69898,4958,2332.348,24046043.80237,0,26.544285190157556,1,30.72274847895313,1,51.405834842264866,0
2019-09-13 08:00:00,10283.68,10327.14,10251.99,10306.52,3343.982,1568375999999,34420861.64586,5269,1344.156,13835847.43378,0,22.899934424321422,1,23.310281212775408,1,52.561036107133546,0
2019-09-13 12:00:00,10306.52,10344.0,10270.0,10296.57,3556.49,1568390399999,36644392.93332,4966,1326.032,13661227.79663,0,18.776115140195024,1,16.076772882493092,1,51.97237626049257,0
2019-09-13 16:00:00,10294.81,10310.08,10186.34,10210.25,3278.396,1568404799999,33557948.70358,5539,1520.873,15553333.38764,0,10.057548041825996,1,2.8386856094968884,1,47.04940125694543,0
2019-09-13 20:00:00,10210.25,10355.85,10153.51,10341.34,3000.576,1568419199999,30803523.15328,5314,1316.464,13517577.61085,0,11.673946529343525,1,6.2037898819819475,1,54.15201397896648,0
2019-09-14 00:00:00,10343.01,10353.72,10267.08,10280.77,3297.903,1568433599999,33972015.4986,4872,1349.157,13901814.14608,0,8.332098406046072,1,1.7846320299096767,1,50.7637762479574,0
2019-09-14 04:00:00,10280.58,10330.61,10259.75,10316.67,2973.282,1568447999999,30594570.79234,5158,1215.373,12516021.05174,0,7.773878253895383,1,1.820274428889011,1,52.65463165244926,0
2019-09-14 08:00:00,10319.07,10348.0,10287.53,10291.93,3337.285,1568462399999,34400630.72808,4634,1917.778,19777159.14697,0,5.349129061110613,1,-0.9892674003749136,-1,51.19549731166694,0
2019-09-14 12:00:00,10292.13,10396.4,10222.77,10358.0,4138.968,1568476799999,42702660.29919,5977,2441.817,25216215.61741,0,7.328124620371764,1,2.813614765645699,1,54.79801023342062,0
2019-09-14 16:00:00,10355.61,10398.0,10325.41,10363.8,3532.679,1568491199999,36613387.58213,4802,1269.01,13150730.33502,0,8.31804977100482,1,4.669508997976148,1,55.11126049050339,0
2019-09-14 20:00:00,10363.63,10419.97,10317.39,10332.25,3376.507,1568505599999,34987245.43519,4993,1329.412,13785119.66561,0,6.353664975195901,1,1.9932726253255064,1,52.9612139157938,0
